"id","service","s_amount"
254,Taxi,"[-1788,-736,-673,-273,-170,566,-1064,-2050,94,-350,-815,544]"
255,Drive,"[-211,-933,59,1374,-404,-721,519]"
255,Eda,"[345,689,457,583,-150,-2221,1311,433,721,-858,306]"
255,Lavka,"[211,-101,4210,-491,-111,339]"
255,Market,"[-389,-685,-837,-554,-797,111]"
255,Taxi,"[470,-538,-118,-1713]"
256,Drive,"[-1085,1937,-352,1674,-3889,-693,738,-703,308,1119,-643,-431,3342,-3342,1685,-28,238,266,1420,81,2575,-79,412,-290,789,-2757]"
256,Eda,"[-1648,-1403,-638,374,-271,-2710,-1342,-1222,1399,-1107,-2399,1689,-1013,1634,-718,-57,2092]"
256,Lavka,"[3105,-360,672,-248,895,649,-837,-156,-2100]"
256,Market,"[15,1552,841,-344,238,-517,2798,-124,902,-374,-581,-191,11,208,-908,-865,-21,658,-601,79]"
256,Taxi,"[502,1146,502,28,1698,552,271,713,192,-2399,-1365,-58,519,-860,-543]"
257,Drive,"[2085,-808,2719,-667,118,1805,-1461,449,63,677,-520,-655,2020,-421,969,-737,-201,-441]"
257,Eda,"[1231,1602,-536,655,-838,-79,395,788,1566,-153,-1304,149,220,-419,676,42,643,-4]"
257,Lavka,"[-2024,-3563,1623,-193,-290,-10,2195,-659,-785,430,1951,-1552,424,901,-2053]"
257,Market,"[2402,148,-1200,-1395,-1020,848,-1068,-26,357,-196,400,1114,-1730,3016,-60,1178]"
257,Taxi,"[-2588,-798,-422,-1043,1077,341,1493,-451,1475,2046,-1033,-2479,1605]"
258,Drive,"[-90,-1777,-143,561,-596,1092,2047,517,924,-609,-304]"
258,Eda,"[881,-73,1026,-466,410,-720,-253,271,883,-104,-1388,-318]"
258,Lavka,"[1666,1380,-1120,294,1132,198,4865,125,-741,1906,-491,-923,249,-65,-2383,-436,-1717,-2112,-154,-646,-82,1489,-203,-660,1699]"
258,Market,"[-503,-1504,-321,1815,-348,-1380,1171,-1108,3297,167,-662,-1522,1201,-729,497,2250,2300,-602]"
258,Taxi,"[1045,-812,52,115,-447,-968,429,-1407,2260,-155,2957,-332,151,-1183,-507,719]"
259,Drive,"[1356,444,-411,-990,728,-1235,-292,1456,-634]"
259,Eda,"[-981,-430,-61,-1126,1929,65,-1024]"
259,Lavka,"[-505,509,-1348,-208,-111,-75,1094,-346,196,121,144,145,-2640,219,929,-1440,997]"
259,Market,"[-851,75,981,-1368,56,2069,3009,1912,200,-439,-675,-2865]"
259,Taxi,"[-329,1665,-178,306,2792,663,446,831,971,-1965,-1788,823,-396,1205,1765,-303,-769,839,-702]"
260,Drive,"[282,-1731,-2054,-763,651,-1939,-400,502,-173,-976,246,685,-673,1298,-638,-556]"
260,Eda,"[957,400,1600,-263,1263,-82,2101,-890,-457,-39,-1597,2166,-2452,-634,-986]"
260,Lavka,"[89,112,-309,97,-514,-391,462,125,134,-846,-827,107,-246,-893,-238,2050,-35]"
260,Market,"[1109,34,491,-408,421,1,-1693,1522,208,-376,2382,-2855,-161,132,-397,666,352,976,1816,4446,-2752,951]"
260,Taxi,"[-1315,1085,1368,-161,514,2330,-1984,-249,669,838,-1313,1804,-162,-173,2000,2531,929,-480,-592]"
261,Drive,"[380,651,-516,-1043,-438,839,2061,996,927,-716,1655]"
261,Eda,"[-97,-117,-865,1308,-899,-1733,-24,1578,-360]"
261,Lavka,"[97,400,-1265,-200,-233,93,-279,1095,-904,4158,-70,-231]"
261,Market,"[2520,83,-1469,-121,125,230,-126,-1003]"
261,Taxi,"[117,1898,2181,1156,2017,-2071,458]"
262,Drive,"[-382,126,-3490,-411,-1260,-1509,-50,-232,-713,1449,-1284,-472,520,-677]"
262,Eda,"[2850,1573,32,196,3673,-113,2963,-134,3560,156,2336,-243,824,-1319,-2514,152,-324,125,1118,-765]"
262,Lavka,"[1015,-3702,317,-114,-1282,-978,-1152,767,2087,329,593,-1076,-508,2042,782,-728]"
262,Market,"[2546,141,-869,-401,2542,24,652,-2467,-2280,530,-1355,-948,162,-152]"
262,Taxi,"[-13,586,-2441,-165,-478,1142,1399,-163,-68,-2808,6464,-232,142]"
263,Drive,"[-1167,11,589,-1487,233,637,1228,2382,2858]"
263,Eda,"[-1261,-203,-42,21,1713]"
263,Lavka,"[368,1792,938,2168,131,1248]"
263,Market,"[-1015,217,-457,-606,-753,-32,1152,2404,394]"
263,Taxi,"[-899,542,247,-254,-233,518,1743,2409,-467]"
264,Drive,"[-572,-835,810,-481,-1724,-649,628,432,9403,21,-227,746,400,1077]"
264,Eda,"[452,1037,869,-290,436,2045,-343,536]"
264,Lavka,"[58,1473,-608,-107,1716,-210,-494,462,3826,-141,1273,-1282,454,205,-333,2816,769,812,-5639]"
264,Market,"[-693,2599,1469,-1523,3881,-412,603,-1216,2842,5160,-4206,-295,2890,473]"
264,Taxi,"[1306,-664,-1338,-344,122,1047,387,-1452,-1305,-1486,-691,-576]"
265,Drive,"[-2392,2279,-226,4901,-956,-2,1408,174,-916,176,-1635,-531,-1738,148,654,627,335,265,817,1466,2401,-675]"
265,Eda,"[2630,871,14,-678,1728,1211,1184,-1827,759,-293,-59,747,12,28,2655,2508]"
265,Lavka,"[182,885,-1433,-557,420,-2395,-558,-850,-3240,120,787,1734,784,-870,-97,935]"
265,Market,"[703,1275,-1344,893,-31,-361,2768,753,150,674,-163,-2293,-130,1567,-365,-1466,1014,-1632]"
265,Taxi,"[89,1845,-254,636,634,-1177,1346,-2830,1701,-2513,661,-401,-890,-965,-1983,-1780,-33,-2809,1032]"
266,Drive,"[1522,-87,158,923,315,2278,3305]"
266,Eda,"[881,2200,869,227,1848]"
266,Lavka,"[1975,-242,919,1275]"
266,Market,"[2294,132,-644,13,737,539,233]"
266,Taxi,"[1149,1199,-343,119,1965]"
267,Drive,"[-202,2853,1344,-381]"
267,Eda,"[888,126,-1121,-137]"
267,Lavka,"[1127,713,491,455,114]"
267,Market,"[-571,-547,495,16]"
267,Taxi,"[202,107,-3460,-1085,-347,71,-582]"
268,Drive,"[2059,392,1422,-498,86,613,2444,-1215,-1504,1214,-900,-949,-177,-2520]"
268,Eda,"[-1663,-568,302,2790,-1249,959,2134,-984,331,128,-1156,87,407,2677,-73,-86,1654]"
268,Lavka,"[-220,491,-359,-317,-2518,58,-148,759,1237,-86]"
268,Market,"[1307,-258,37,1285,-209,5143,756,1459,2541,-466,190,-807,572,2364,219,948,108,-828,-1751]"
268,Taxi,"[-1086,-716,-194,-71,-287,307,2142,1311,-347,-1018,-2545,1029,333,116,-47]"
269,Drive,"[-269,-590,1206,-1022,-166,2320,1543,-424,-945]"
269,Eda,"[300,1436,1320,439,2770,1949,-186,-1438,616]"
269,Lavka,"[645,-517,529,662]"
269,Market,"[187,10,662,-673,-29,-1784,2693,-427]"
269,Taxi,"[-300,1778,1571,210,-1402,-1065,1602,-506]"
270,Drive,"[-479,1565,849,-99,258,265,-43,735,-957,44,1249,246,2439,25]"
270,Eda,"[-750,-1473,-34,-424,-1761,26,-2186,3021,918,638,-2418,-1703]"
270,Lavka,"[849,-849,2750,3137,-11,641,-1153]"
270,Market,"[150,-150,820,2106,-1160,-247]"
270,Taxi,"[479,-316,3658,2252,368,1703,-4167,1466,364,-729]"
271,Drive,"[-1439,143,2029,893,1403,-444,-654,-612,687,-1396,406,-163,60,-92]"
271,Eda,"[-80,-471,177,70,-806,232,-456,205]"
271,Lavka,"[1439,-143,-1557,426,-282,727,58]"
271,Market,"[-314,235,-1133,1101,-702,509]"
271,Taxi,"[-308,198,1030,216,758,-1441,-509,516]"
272,Drive,"[-432,-1567,1827,503,1703,1063,-1132,-336,-2569,160]"
272,Eda,"[311,604,1215,-955,82,313,288,444,-139,-1056,571,-544,-1135,714,-15,1667]"
272,Lavka,"[-311,432,1360,-1306,395,-72,66,1334,611,1307,1127]"
272,Market,"[1693,-77,-950,1772,3666,-156,1396,-697,-581,53,122,-1908,182,-636,-487,-2255,524,-132]"
272,Taxi,"[-1693,77,1767,747,1205,1278,856,582,73,127,1360,470,807]"
273,Drive,"[-25,220,-834,167,-448,202,52,-1585]"
273,Eda,"[1700,-40,220,-362,146,433,551]"
273,Lavka,"[2876,461,964,2929,1028,1669,-1516,170,1232,149,179,2268,-2212,-4]"
273,Market,"[-339,140,428,-2759,693,-1819,-350]"
273,Taxi,"[858,-318,261,-166,647,-336,-129]"
274,Drive,"[-789,1904,964,-98,-1494,201,-1161,-209,922,1596,-2383,-1798,330,-1742,-374]"
274,Eda,"[601,-278,3004,-916,1511,-205,591]"
274,Lavka,"[3334,826,971,-105,-1708,2688,828,730,-4,1102,1043]"
274,Market,"[73,-2066,196,262]"
274,Taxi,"[179,-75,-1788,-1156,130,498,-1164,1295,-500]"
275,Drive,"[414,-844,2860,-1163,-1541,-3559,-327,-991,-313,258,160,215,2056,2472,-43,-178,1064]"
275,Eda,"[189,454,1958,36,2936,107,421,-50,1862,6066,35,-543,-2122,-902,-1493,-99,-3491,-136,-1570,-309]"
275,Lavka,"[-45,-458,123,2601,-1775,5,45,500,2467,1475,-146,-1965,1089,790,41,1572,334]"
275,Market,"[314,725,42,4253,-306,1134,1397,-126,75,-3861,-43,1734,443,21,50,-685,-173,1838,361,-1093,533,-154]"
275,Taxi,"[-383,1376,515,460,-1113,-84,570,-1029,-777,369,-743,-201,-1421,-871,-3063,152,1012,-483,319,2016,-535,1478]"
276,Drive,"[1390,1422,675,-424]"
276,Eda,[535]
276,Lavka,"[-1390,424]"
276,Market,[-2632]
276,Taxi,[692]
277,Drive,"[500,140,434,-48,1140,-32]"
277,Eda,"[-128,-1532,75,620,-486,104]"
277,Lavka,"[1741,-75]"
277,Market,"[-99,73,-40,814,1276]"
277,Taxi,"[-1008,-134]"
278,Drive,"[753,409,869,-191,-983,1522,276,-727,1941,822,-1291,-2708]"
278,Eda,"[1900,-103,-335,469,287,-152,2451,-825,1343,-117,1203,831]"
278,Lavka,"[1356,906,-2904,335,1640,-1031,-707,-994,-1299,-337,113,-3719,-877]"
278,Market,"[513,1533,-1326,522,5724,-1442,-479,-12]"
278,Taxi,"[542,-1265,-620,2285,5874,1946,343,-30,-1129,321,-56,1879,716,344,-40]"
279,Drive,"[626,22,141,-1002,1180,-609,131,-482,-2126,-2660,1376,45,891,-99,-77,-1990,7627,-141,325,516,597,229,1515,1232,1924,-237,685]"
279,Eda,"[218,720,1252,202,-2417,-955,-1544,929,-878,-943,-721,-997,-5037,376,88]"
279,Lavka,"[2657,-4030,130,544,847,-37,-1297,-1020,66,-66,2,-260,232,-297,-1541,1097,1111]"
279,Market,"[1691,-1325,509,978,141,-982,1420,286,487,-815,704,-241,468,521]"
279,Taxi,"[481,97,-500,-291,1712,2315,1676,457,1174,-45,526,111,1507,526,-66,583,628,-721,-809,-649,-1485,313,574,-317]"
280,Drive,"[-519,2016,1260,-297,68,1410,-1252,-488,80,-214,442,1325,432,-99,197,-157,592,680]"
280,Eda,"[-316,664,2049,-32,-82,629,-504,-1766,438,1769,-451,-2631,-2443,-845,-528,-362,783,-774,1256]"
280,Lavka,"[163,1597,-1970,-429,903,-142,191,3337,621,-162,1380,-2450,-333,611,-1513,-3661,-1727,2337,-156]"
280,Market,"[-1222,-1528,1832,-2090,317,-549,848,188,163,494,757,2293,2028,-174,2049,-1349,573,206]"
280,Taxi,"[519,-1770,-520,987,-1649,-943,72,54,778,-366,886,-910,2827,-220,-783,1767,2116,1220]"
281,Drive,"[931,-929,1034,1748,5503,-185,-545,-1256,516,-101,486,-964,2782,839,-863]"
281,Eda,"[605,795,-504,602,2807,-292]"
281,Lavka,"[-646,2971,324,-25,-754,119,692,862,4701,1698,-858]"
281,Market,"[-1000,1195,-1231,742,-263,-374,-1057,1248,-967,2001,-2300,-255,1278,466,3051,413]"
281,Taxi,"[-2823,-1117,2674,-1776,1668,1495,-293]"
282,Drive,"[651,2575,-192,-1565,2317,-242,-1450,-678,-1184,-660,-109,2857,-91,715,-249,-48,-1561,866,-4314,410]"
282,Eda,"[290,924,-450,272,335,597,2365,821,95,-239,1902,-2164,-6,-410,461,-249,-462]"
282,Lavka,"[876,1437,340,-4445,-994,-925,3312,1951,-2012,-587,-200,-108,2010,1549,-2358,-613,213,-211,-1040,2758]"
282,Market,"[1419,-358,-37,119,-139,-1296,230,-3019,1219,-62,940,1912,-3142,-395,-353,-747,1383,1883]"
282,Taxi,"[1399,485,347,54,-1758,392,625,898,-22,-290,-96,-210,-1709,986,-503,-288,-841,37,-599,829,640,142,-330]"
283,Drive,"[-499,2897,-1072,1192,2653,-737,-243,52,1883,822]"
283,Eda,"[-2888,2395,-1594,925,3874,-273,20,-246,-1401,269,-1156,-214]"
283,Lavka,"[3539,-690,-2747,104,-1923,-626,-2208,-926,1260,-1625,953]"
283,Market,"[-205,581,912,413,-344,2543,604,-2917,2960,3047,-145,1009,1477]"
283,Taxi,"[6,-1048,3108,1882,1310,96,-882,1776,-25,1128]"
284,Drive,"[374,-1,-1758,-284,-494,-1479,-543,1213,-991,-2248,-604,-61,2109,-56,-1001,224,207,1625]"
284,Eda,"[266,366,-1387,-968,473,-327,1297,-376,-1166,561,975,1635]"
284,Lavka,"[93,-471,1088,2704,-43,855,-400,514,31,899,447,409,-178]"
284,Market,"[1669,-266,-459,-779,385,2252,1290,516,-1767]"
284,Taxi,"[494,1858,3390,-280,-3502,-800,120,757,1701,1330,2562,-4964,23,-163]"
285,Drive,"[1530,-2101,2432,-406,-219,-218,-553,-1744,266,-50,-599,459,352,-356,2172,-1081]"
285,Eda,"[-53,-2146,-1034,2375,-1092,-1630,1828,155,715,-151,-1367,537,1538,137,-2101]"
285,Lavka,"[5625,-925,-166,1654,-645,2426,-560,3736,-59,-3842,-216,116]"
285,Market,"[-356,-1081,-888,232,2233,-236,876,2116,-128,138,-1112]"
285,Taxi,"[2755,1544,-169,-1069,-11,7152,-1805,-1851,-70,-2329,-39,-1349,85,-46,422]"
286,Drive,"[1521,-1049,-4764,-328,1076,-212,-17,708,-4570,721,-876,17,-615,-701,-136]"
286,Eda,"[1175,-1175,1630,-180,101,1087,758,333,510,3173,-4356,-1963,-117,1132]"
286,Lavka,"[1826,-649,-134,79,-463,-1485,3942,2216,1773,-282,662,662,1705,-1828,2573,-3863]"
286,Market,"[-1105,1096,-263,-634,-510,-535,810,436,349,-1848,-759,-1325]"
286,Taxi,"[710,1180,807,-508,2455,1448,-912,-1215,-240,9,-673,6387,1062,987]"
287,Drive,"[1688,230,41]"
287,Eda,"[790,-790,-219,-828,587,2449,-1492,906,422,-425,132,-309,759]"
287,Lavka,"[964,532,191,-712,72,-1544,1837,-107,-802,542,13,18,181,-150]"
287,Market,"[1787,-1787,1012,812,-1186,395,1418,-600]"
287,Taxi,"[-906,1784,1639,167,106,-987,385,-84,1259,668,234]"
288,Drive,"[635,941,256,59,-700,-1154,2748,-1267,3096,529,-513,28,1772,10,-1376,2300]"
288,Eda,"[2153,-517,-1092,-59,697,35,-795,-30,74,-112,1022,-72,-1459,-379,850,-1106]"
288,Lavka,"[-736,511,-357,-672,307,-286,3401,2174,447,293,-1240,135,808,-299,-1599,261,-607,393,-135,2116,-2440]"
288,Market,"[82,201,-21,-630,986,47,-2023,265,-734,-808,11,577,1043,-198,-260,-1290,-2096,928]"
288,Taxi,"[-1122,-21,-1449,-950,-164,77,642,334,1061,-2075,-67,504,-232,545,-270,1173]"
289,Drive,[-587]
289,Eda,"[1026,1058,2312]"
289,Lavka,[453]
289,Market,"[-423,-1781,9]"
289,Taxi,"[1985,-1027,272,838]"
290,Drive,"[203,-203,-730,515,2582,-162,-392,2389,808,-1740,1478,-254,2992,143,887]"
290,Eda,"[34,1240,655,479,13,1036,-988,2384,703,-3249,369,135,-9,-712,833,-833]"
290,Lavka,"[-34,2284,-635,471,-1478,66,-806,-2566,200,-1040,1815]"
290,Market,"[-268,-2054,65,-638,1209,-188,258,492,1468,-782,-446,-174]"
290,Taxi,"[-544,-294,-460,-69,-107,-1516,119,-3924]"
291,Drive,"[1475,563,479,757,-1069,-1877,-579,-769]"
291,Eda,"[1942,2704,-627,50,504,56,545,300,2001,164,44,449,1449,283,1864]"
291,Lavka,"[2758,-770,1009,-1768,-1917,811,-547,-237,224,-333,20,-409,1386,316,-630,-1087,260,2109]"
291,Market,"[3410,-830,-1836,-1525,-1696,1715,60,4092,128,109,704,-1158,-218,1537,-2631]"
291,Taxi,"[-95,1420,-3046,250,139,909,-554,-302,847,348,1267,449,-1291,248,-783,358]"
292,Drive,"[708,1431,-1042,-1308,1358,-27,438,329,-1058,1791]"
292,Eda,"[371,-389,859,868,-1304,2498,252,-493,932]"
292,Lavka,"[286,-386,886,3739,-18,-84,-1779,158,125,481,-2765,507]"
292,Market,"[-2425,2547,539,-349,-764,2435,-593,497,-1062,1490,-3170,-2353]"
292,Taxi,"[760,411,-1125,354,8,-651,-243,-1181,-1174,-246,2100,-871]"
293,Drive,"[785,-1526,1124,951,-1582,267,2269,-266,749,-495,-1458]"
293,Eda,"[1572,-358,-1004,-22,321,160,-88,-615,-1634,-78,-1795,1042,-2407,354,1117,94]"
293,Lavka,"[-171,-118,574,15,-7,-879,-392,-62,567,-271]"
293,Market,"[106,-381,-170,-1375,-244,-1220,-148,-741,-1941,747,772,118,52,311,-26,280,2928,1928,741,-1361,-310,-147]"
293,Taxi,"[533,1212,-1178,-420,1126,479,6,1516,3038,447,3010,-371,2,-32,-283,-10,-1148,-24,1090,888]"
294,Drive,"[153,497,-1448,6058,-619,186,1088,-717,38,-1660,1324,700,20,1527,-1064,-1389]"
294,Eda,"[-41,3120,668,-1520,273,-467,728,-2,164,2266,-638,568,583,291,-666,-237,-2965,438,-3781,81,-378,1002,-287,1043]"
294,Lavka,"[-1942,-130,-1924,650,-511,-3101,1375,3533,42,2343,-25,-1637]"
294,Market,"[-30,-2163,-46,171,185,1584,1342,1928,487,1307,1515,509,-1634,-1730,-90,-3441,324,-602]"
294,Taxi,"[30,1924,941,1280,464,-332,985,-1296,1104,472,-1430,3134,744,739,-67,-533,-879,1672,2165,-1107]"
295,Drive,"[4,-4,-18,-195,1194]"
295,Eda,"[35,16,-51,229,-229,129,-665,1091,-206,-627]"
295,Lavka,"[255,94,409,-1260,91,-575,949,429,-186,-371,39,99,-1520,1472,-512,-300]"
295,Market,"[18,1756,-7,637,-721,-189]"
295,Taxi,"[195,-244,2611,633,1559,302,219]"
296,Drive,"[83,334,-1966,-89,198,725]"
296,Eda,"[2440,-341,1629,-119,404,-1151,2423,1731,82,3510,520,-975,-467,-196,2348,-381,-1022,370]"
296,Lavka,"[1781,233,-471,-521,-1564,81,-306,307,411,1197,-11]"
296,Market,"[126,3271,3128,1553,-180,1222,454,1306,502,417,-1523]"
296,Taxi,"[-1670,386,-508,-928,1268,111,387,-821,307,-251,454]"
297,Drive,"[-183,-199,-298,-610,879,-489,-224]"
297,Eda,"[953,-987,2,124,-901,314,-314,610,1083,-1044]"
297,Lavka,"[273,-41,-433,476,437,-26,137]"
297,Market,"[1170,497,425,-215]"
297,Taxi,"[-953,75,3469,1591,-2103]"
298,Drive,"[-326,311,635,173,-1104,-125,581,2120,2867,-88,-287,1309,-13,-576,848]"
298,Eda,"[267,1917,-356,-733,33,-24,-713,-64,-173,1900,-241,-379,850,176]"
298,Lavka,"[-451,191,-33,-327,528,-528,-186,-2031,-803,-1585,-1559,757,-511,262,3954,233,-2104]"
298,Market,"[529,-202,842,2263,-527,191,66,-66,-1276,1133,1241,383,-846,1085,444,-375,405,5147]"
298,Taxi,"[212,-721,-287,595,2057,-774,-1813,580,-601,85,775,-420,-2452,92,-3677,-1663,-616]"
299,Drive,"[-615,589,2255,-1832,-479,1511,-516,1832,547,-172,-67,-154,-2054,313,-543,106]"
299,Eda,"[615,1755,88,1177,176,1449,-375,1532,-54,-1308,-999,-1542,923]"
299,Lavka,"[-931,-208,-157,848,-300,-657,-331,-1683,341,1446,216,-291,-726,738,2273,158,-2210,581,2225]"
299,Market,"[-1012,1651,58,5,-784,2104,-1288,592,200,765,-75,-1957,471,431]"
299,Taxi,"[-291,-311,242,772,736,-2069,-479,529,798]"
300,Drive,"[-54,-1724,-3,489]"
300,Eda,"[61,-702,630,1044,-943,1301,-875,-742]"
300,Lavka,"[-410,1721,2271,1915,-1296,-425,876]"
300,Market,"[465,157,410,-33,52,-2083]"
300,Taxi,"[650,-9,-622,1284,1,-174]"
301,Drive,"[-100,313,-3208]"
301,Eda,"[23,1776,-2089,1060,516]"
301,Lavka,"[-92,769,-792,100,-1060,1018,2459,-1232]"
301,Market,[378]
301,Taxi,"[92,2671,159,527,-1545,19,-20]"
302,Drive,"[2222,1214,1257,1023,1278,-526,-438,2120,133,-235,1542,-645,-419,737]"
302,Eda,"[3212,-526,-1332,-179,-2434,406,-970,-544,-176,-1869,261,89,-1722,418,646,-213,-235]"
302,Lavka,"[72,254,138,-270,768,1672,1869,781,720,-1501,-1838,645,-1260]"
302,Market,"[873,-284,-805,-874,59,231,-795,-1750,-194,-1464,677]"
302,Taxi,"[403,-798,256,-683,-1446,841,-41,1743,979,-1328]"
303,Drive,"[-808,-998,177,84,1987,400,204,-2747,-1019,-984,-265]"
303,Eda,"[162,867,-1245,-1598,-1837,2234,1112,-433,757,-1398]"
303,Lavka,"[2818,813,91,-1179,1936,-598,2869,904,1815,1733,-47,328]"
303,Market,"[317,-982,-610,-558,-368,1245,-199,2916,220,578,591,415,-491]"
303,Taxi,"[-304,221,310,149,-177,59,176]"
304,Drive,"[943,527,-2445]"
304,Lavka,"[596,278,528]"
304,Market,"[356,928,278,1268]"
304,Taxi,"[611,-590]"
305,Drive,"[-416,-239,988,-436,-485,-112,79,-359,188,2775,-1155,-455,507,1160,-457,-1849,-2544,-650,157,-157]"
305,Eda,"[-568,3322,314,129,1248,523,-966,1651,-1353,401,2519,2037,230,316,791,31,-569,66,-274]"
305,Lavka,"[2910,-1312,-553,-428,-1920,-3027,-1105,2214,123,-518,-3873,1145,-345]"
305,Market,"[-885,190,1096,-2507,593,-1180,-252,-299,-120,-695,1206,1040,-2376,466,-535,559,505,388,1269]"
305,Taxi,"[1035,-993,185,-2861,2569,-830,801,443,1082,-178,-4,-275,-583,837,-114,278,-127,33,830,1461,-607,-464,-1115,677,449,370,-758,-303,573]"
306,Drive,"[127,933,532,-163,-633,958,-1460,-1502,1509,-450,-132,25,-295,-2394,-890,980,307,-307]"
306,Eda,"[1105,425,175,486,-173,94,-874,959,697,-464,-1056]"
306,Lavka,"[469,1052,-519,1317,-1481,1682,-285,1203,-1921,1094,-1110,397,-16,347,1318,-1002,28,-2245,41,-1325]"
306,Market,"[430,-469,1448,83,284,62,889,-299,383,-949,1013,639,321,-1839]"
306,Taxi,"[1115,-2021,-2456,498,305,-2326,-761,-889,5547,-388,1465,1288,-694,377,-619]"
307,Drive,"[-565,902,386,-3031,-35,1932,1110,2884,-533,1517,-832]"
307,Eda,"[474,-982,35,-1747,-414,473]"
307,Lavka,"[-1522,-268,1149,1258,-770,-367,1253,2074,237]"
307,Market,"[130,2390,-16,-102,-751,-123,-459]"
307,Taxi,"[-130,-159,795,326,1916,1657,630,64,-487,-676]"
308,Drive,"[1270,-782,-1388,-1680,-305,-468,2897,1128,-2351,-115,-262,318,1637,-1383]"
308,Eda,"[1121,902,9,468,299,-299,2544,1189,781,-3175,-86,-1276,2207,-527,-88,-1879,-169,1085,-280]"
308,Lavka,"[1361,-339,-507,-1371,3334,1268,-478,-3524,317,179,207,578]"
308,Market,"[-405,-23,498,2733,403,-995,537,-602,88,249,-40]"
308,Taxi,"[-1121,418,1333,-667,305,-793,1022,-1220,-3711,-77,-269,154,-184]"
309,Drive,"[3086,-89,311,29,3943,-269,1679]"
309,Eda,"[374,314,-977,1588,561,1302,-129,-136,417,3822,-2640,-1755,-349,457]"
309,Lavka,"[-1091,89,-1381,-620,223,-35,1248,-3205,-871,832,-1206]"
309,Market,"[-93,469,-616,647,-186,-68,1177,-731,-29,-431,389,-466]"
309,Taxi,"[-374,-1691,-732,-965,-229,-797,1124,-554,1824,-1054,-582]"
310,Drive,"[-107,-1428,-106,-1080,-219]"
310,Eda,"[63,462,-829,664,-76,1089,2489,1727,-156]"
310,Lavka,"[926,228,852,14,-14,-177,-256,-1724,789]"
310,Market,"[630,1103,-274,-442,-222,3071,1035,407,655]"
310,Taxi,"[-630,84,305,-199,177,2898,-1978,257,-273,572,310]"
311,Drive,"[513,1543,1304,-1040,354,-627,957,858,97,54,1836,-632,2146,2371]"
311,Eda,"[25,-2081,-642,618,70,752,-2203,-737,-45,2590,146,-283,-54,-160,-304,315,-616]"
311,Lavka,"[-177,129,-732,-176,-35,134,-62,-772,-1592,1145,450,-1437,-856,2024,3929]"
311,Market,"[-87,53,1385,-1554,169,-389,665,520,3393,1984,1208,-775,851,1094,-2170,-1163,801,-630,-914,-1009]"
311,Taxi,"[902,220,834,931,-1827,-686,-1607,-3911,477,405,593,627,-1545,-193,3447]"
312,Drive,"[670,-1421,1139,520,2372,581,958,3163,-1118,97,716,-51,-379,582,554,-1608]"
312,Eda,"[-187,-826,2472,-1552,779,2701,-462,-2616,50,-922,-45,-3747,-257,1094,1198,798,-1704,-1295,-1582,-582,-1181,-1591,-185]"
312,Lavka,"[2386,281,-1266,891,2003,1116,164,-127,-452,-1781,76,-212,-840,51,178,-1597,1187,430,3141,-1653]"
312,Market,"[436,-502,-961,-370,-776,-259,-137,-382,-2582,-122,1798,195]"
312,Taxi,"[715,-462,961,546,2482,-639,666,-772,61,-368,205,251,-712,-1092,2630,-421,801,-1004,602,-919]"
313,Drive,"[674,-674,70,472,2420,378,-232,-1436,2410,120,2,159]"
313,Eda,"[-507,498,2842,2511,420]"
313,Lavka,"[236,-914,1235,-518,30,-283,14,-151,605,-1648,186]"
313,Market,"[1550,170,91,-759,1876,698,-2087,191,-242,-19]"
313,Taxi,"[123,-359,-199,539,-539,1141,-206,195,-298,-3235,-1306,-929,192,-1606,-386,-787]"
314,Drive,"[461,-320,-58,458,188,1006]"
314,Eda,"[1957,-1028]"
314,Lavka,"[-4,-861,140,-1957,219,-271,249,2073,333,729]"
314,Market,"[986,-402,-219,535,201]"
314,Taxi,"[58,68,-68,-419,2175]"
315,Drive,"[38,-1114,676,-444,314,1223]"
315,Eda,[-1383]
315,Market,[-232]
315,Taxi,"[671,1788,2512]"
316,Drive,[498]
317,Drive,"[1326,981,432]"
317,Eda,"[-1326,-1]"
317,Market,"[1290,225,-418]"
317,Taxi,"[362,-824,1301,3779,1690,664]"
318,Drive,"[-35,1213,-165,236]"
318,Eda,"[-93,2547,449]"
318,Lavka,"[-1283,-490,-236]"
318,Market,"[552,-901]"
318,Taxi,"[35,531,-203,839]"
319,Drive,"[-494,-341,1148,211,-286,530,1911,-1042,3456,1589,-98,851]"
319,Eda,"[1110,948,30,188,1541,-947,-32,876,723,1848,-440,448,48,12]"
319,Lavka,"[-213,-1226,-162,830,-333,260,858,1208,-507,-195,1970,-24,-2351,6517,314]"
319,Market,"[-710,-561,490,-502,-157,776,457,-1566,1240,910,-676,705,798,-1521,459,2008,-1458]"
319,Taxi,"[415,-86,126,-126,710,122,77,411,660,1902,4241,1906,-638,1860]"
320,Drive,"[856,-126,524,201,-506,-662,311]"
320,Eda,"[-903,-496,514,126,139,1644]"
320,Lavka,"[2235,291,-844,161]"
320,Market,"[572,-1942]"
320,Taxi,"[-836,-139,-1863,1283,-68,-472]"
321,Drive,"[703,-998,-137,-1697,-312,-254,-101,361,1399,1132,949,-4756,1036,997]"
321,Eda,"[694,1076,-971,-604,1471,622,14,899,1050,-41,-433,-2697]"
321,Lavka,"[1573,-890,-917,75,2695,801,-87,160,-2053,625,490,-404,-85]"
